SCOPUSIDPUB,TIPOPUB,FECHA,CITAS,TITULO,SOURCE,ISSN,DOCUMENTTYPE,AUTORES
58149367026,,1986-01-01,205,Teaching Thinking and Problem Solving. Research Foundations,American Psychologist,0003066X,Article,"Bransford J., Sherwood R., Vye N., Rieser J."
84972561513,,1986-01-01,6,Fonctions et elements algebriques,Pacific Journal of Mathematics,00308730,Article,Christol G.
0022578048,,1986-01-01,24,From timesharing to the sixth generation: the development of human-computer interaction. Part I,International Journal of Man-Machine Studies,00207373,Article,"Gaines B.R., Shaw M.L.G."
84970418065,,1986-01-01,1,Special Education Technologies for Young Children: Present and Future Learning Scenarios with Related Research Literature,Journal of Early Intervention,10538151,Article,"Watson J.A., Chadwick S.S., Brinkley V.M."
38249041168,,1986-01-01,16,Toward representing management-domain knowledge,Decision Support Systems,01679236,Article,"Baldwin D., Kasper G.M."
0023027567,,1986-01-01,10,The effects of Logo and CAI problem-solving environments on problem-solving abilities and mathematics achievement,Computers in Human Behavior,07475632,Article,"Battista M.T., Clements D.H."
84990425247,,1986-01-01,5,LOGO: more than a decade later,British Journal of Educational Technology,00071013,Article,Michayluk J.O.
34250119969,,1985-01-01,17,The relation between epistemology and psychology,Synthese,00397857,Article,Goldman A.I.
84963145269,,1985-01-01,77,Intrinsic Motivation and Instruction: Conflicting Views on the Role of Motivational Processes in Computer-Based Education,Educational Psychologist,00461520,Article,"Lepper M.R., Chabay R.W."
84970338375,,1985-01-01,17,Why not a sociology of machines? the case of sociology and artificial intelligence,Sociology,00380385,Article,Woolgar S.
0002778845,,1985-01-01,215,Microcomputers in Education. Motivational and Social Issues,American Psychologist,0003066X,Article,Lepper M.R.
0043227386,,1984-01-01,27,Qualitative computing: Approaches and issues,Qualitative Sociology,01620436,Article,Brent E.
0021317281,,1984-01-01,7,"Knowledge representation: a survey of its mechanisms, a sketch of its semantics",Cybernetics and Systems,01969722,Article,Kobsa A.
0000155111,,1984-01-01,151,On the cognitive effects of learning computer programming,New Ideas in Psychology,0732118X,Article,"Pea R.D., Kurland D.M."
84913323607,,1984-01-01,1,LEPUS: A Language to Support Student Initiative Learning in Non-mathematical Domains,AEDS Journal,00011037,Article,"Goforth D., McCalla G."
0021354207,,1984-01-01,8,Expert systems and information retrieval: an experiment in the domain of biographical data management,International Journal of Man-Machine Studies,00207373,Article,Zarri G.P.
84897069006,,1983-01-01,3,Formen der wissenschaftlichen Organisation in der Mathematikdidaktik,Journal für Mathematik-Didaktik: Zeitschrift der Gesellschaft für Didaktik der Mathematik (GDM),01735322,Article,Burscheid H.J.
84887140496,,1983-01-01,4,On the biological formal counterparts of logical machines,Kybernetes,0368492X,Review,"Moreno-Díaz R., Hernández Guarch F."
0021103743,,1983-01-01,183,Expert systems research,Science,00368075,Review,"Duda R.O., Shortliffe E.H."
0020707263,,1983-01-01,101,Expert Computer Systems,Computer,00189162,Article,Nau D.S.
34250231063,,1982-01-01,,"Artificial intelligence, history and knowledge representation",Computers and the Humanities,00104817,Article,"Lee G., Lelouche R., Meissonnier V., Ornato M., Zarri G.P., Zarri-Baldi L."
34248912415,,1982-01-01,3,Artificial intelligence and the study of language,Journal of Pragmatics,03782166,Article,"Goodwin J.W., Hein U."
0009106852,,1982-01-01,6,Logo building blocks. Student teachers using computer-based mathematics apparatus,Computers and Education,03601315,Article,"du Boulay J.B.H., Howe J.A.M."
0009977612,,1981-01-01,17,Applied mathematical problem solving,Educational Studies in Mathematics,00131954,Article,Lesh R.
84976704228,,1981-01-01,,Representation issues in information retrieval system design,ACM SIGIR Forum,01635840,Article,Smith L.C.
84976854024,,1981-01-01,3,An overview of Knowledge Representation,ACM SIGMOD Record,01635808,Article,Mylopoulos J.
84965682697,,1981-01-01,16,Chapter 1: Cognitive Psychology and Educational Practice,Review of Research in Education,0091732X,Article,Calfee R.
84976694163,,1981-01-01,5,An overview of knowledge representation,ACM SIGPLAN Notices,03621340,Article,Mylopoulos J.
84945620439,,1980-01-01,10,Teaching teachers mathematics through programming,International Journal of Mathematical Education in Science and Technology,0020739X,Article,Du Boulay J.B.
0018309655,,1979-01-01,,Tree Adjunct Languages as Integer Set Recognizers,International Journal of Computer Mathematics,00207160,Article,"Biswas S., Vaishnavi V.K."
0018589171,,1979-01-01,12,Current Trends in Computer-Assisted Instruction,Advances in Computers,00652458,Article,Suppes P.
0018408311,,1979-01-01,94,An investigation of computer coaching for informal learning activities,International Journal of Man-Machine Studies,00207373,Article,"Burton R.R., Brown J.S."
0018507041,,1979-01-01,36,An experiment in knowledge-based automatic programming,Artificial Intelligence,00043702,Article,Barstow D.R.
30244526898,,1978-01-01,1,A definition of measures over language space,Journal of Computer and System Sciences,00220000,Article,Takaoka T.
0000101466,,1978-01-01,29,Interactive processes in sentence comprehension and recognition,Cognitive Psychology,00100285,Article,"Masson M.E.J., Sala L.S."
0017985349,,1978-01-01,346,PRUF—a meaning representation language for natural languages,International Journal of Man-Machine Studies,00207373,Article,Zadeh L.A.
84909566301,,1978-01-01,2,Computer ‘glass boxes’ as advance organizers in mathematics instruction,International Journal of Mathematical Education in Science and Technology,0020739X,Article,Elliott P.C.
85024357589,,1977-01-01,,Social implications of intelligent machines,Radio and Electronic Engineer,00337722,Article,Boden M.A.
34250288639,,1977-01-01,,Real-time simulation in computer-assisted instruction,Instructional Science,00204277,Article,"Trollip S., Ortony A."
84976840396,,1977-01-01,5,Aspects of applicative programming for file systems (Preliminary Version),ACM SIGPLAN Notices,03621340,Article,"Friedman D.P., Wise D.S."
50849152046,,1977-01-01,4,Determining appropriate uses of computers in education,Computers and Education,03601315,Article,"Milner S.D., Wildberger A.M."
85033500091,,1976-01-01,,Computer science: An essential course for the liberal arts,"Proceedings of the 6th SIGCSE Technical Symposium on Computer Science Education, SIGCSE 1976",00000000,Conference Paper,Nanney T.R.
84976862269,,1976-01-01,4,Computer Science: An Essential Course for the Liberal Arts,ACM SIGCSE Bulletin,00978418,Article,Nanney T.R.
84976706624,,1976-01-01,,Leading a Child to a Computer Culture,ACM SIGCSE Bulletin,00978418,Article,Solomon C.J.
84904003213,,1976-01-01,2,Programming—an integral part of an elementary mathematics methods course,International Journal of Mathematical Education in Science and Technology,0020739X,Article,Elliott P.C.
84946329727,,1976-01-01,,Computation in the undergraduate curriculum,International Journal of Mathematical Education in Science and Technology,0020739X,Article,Abelson H.
34250397186,,1975-01-01,2,Zahlbegriff und Rechenfertigkeit-zur problematik der Entwicklung wissenschaftlicher begriffe,Educational Studies in Mathematics,00131954,Article,"Jahnke H.N., Steinbring H., Vogel D."
0016569684,,1975-01-01,2,Using computers in a natural language mode for elementary education,International Journal of Man-Machine Studies,00207373,Article,"Tharp A.L., Robbins W.E."
84944069595,,1975-01-01,1,Matrix strategies in heuristics,International Journal of Mathematical Education in Science and Technology,0020739X,Article,Wittmann E.
85022963722,,1974-01-01,,Chapter V The Integers,Pure and Applied Mathematics,00798169,Article,[No author name available]
34249948426,,1972-01-01,246,Uniform tag sequences,Mathematical Systems Theory,00255661,Article,Cobham A.
0015403186,,1972-01-01,1,Some criteria for determining recognizability of a set,Information and Control,00199958,Article,"Brainerd W.S., Knode R.B."
